https://url.yingjiesheng.com/rjecxd,上海清算所,,,20/04/2020
https://url.yingjiesheng.com/neou3e,诺力昂化学品,,,20/04/2020
https://url.yingjiesheng.com/305i2k,新城控股,,,20/04/2020
https://url.yingjiesheng.com/bzm0ud,日立电梯,,,20/04/2020
http://www.yingjiesheng.com/job-004-595-658.html,东风德纳车桥有限公司,全职,,20/04/2020
http://www.yingjiesheng.com/job-004-595-659.html,上海新佑能源科技有限公司,全职,,20/04/2020
http://my.yingjiesheng.com/job_1003417.html,上海嘉定及时雨小额贷款股份有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003426.html,北京华胜天成科技股份有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003440.html,正略钧策集团股份有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003445.html,深圳水木壹舟知识产权代理有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003469.html,北京易讯电子设备有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003480.html,苏州市易德龙电器有限公司,,,20/04/2020
http://www.yingjiesheng.com/job-004-595-657.html,中国科学院微小卫星创新研究院,全职,,20/04/2020
http://www.yingjiesheng.com/job-004-595-654.html,广州市城建开发集团名特网络发展有限公司,全职,,20/04/2020
http://www.yingjiesheng.com/job-004-595-652.html,湖北交投科技发展有限公司,全职,,20/04/2020
http://www.yingjiesheng.com/job-004-595-651.html,百济神州（北京）生物科技有限公司,全职,,20/04/2020
http://www.yingjiesheng.com/job-004-597-261.html,洛阳新区人民医院,2020招聘,,20/04/2020
http://www.yingjiesheng.com/job-004-597-230.html,深圳中电国际信息科技有限公司,2020校园招聘," 招聘公告»详情   深圳中电国际信息科技有限公司   深圳中电国际信息科技有限公司    单位性质： 国有及集体企业   单位行业： 批发业   单位规模： 301-1000人     工作城市： 江苏省南京市,上海市,广东省深圳市,北京市,湖北省武汉市  发布日期： 2020-04-2016:42    收藏  信息来源： 南京理工大学就业网 温馨提示：求职需提高谨慎，辨别信息真伪，勿上当受骗。     详情      中电港2020届管培生校园招聘  -- 让我们一起助力中国半导体行业发展  一、中电港简介：  中电港是世界500强中国电子信息产业集团（CEC）旗下的元器件产业应用创新平台，涵盖设计链、元器件分销、供应链协同配套和协同生态四大板块，为行业提供以电子元器件为核心的产业供应链综合服务解决方案,努力打造元器件供应链生态圈，2019年营业收入达191亿，海内外共36个办事处。立足粤港澳大湾区，助力中国半导体行业发展。  中央企业先进集体、中央企业青年文明号  国家级双创示范基地  全国供应链创新与应用试点企业  工信部首批电子元器件可信供应商  工信部互联网与工业融合创新试点企业  深圳市五一劳动奖状、深圳市工人先锋号    二、管培生计划  管培生计划是面向全国高校选拔“有激情、敢担当”的优秀应届毕业生，以中电港企业文化和人才观为宗旨，培养出高度契合中电港价值观、熟悉公司业务模式、有效推动经营目标达成的各级管理人才为方向的人才梯队培养计划。  管培生成长通道：      第一阶段    第二阶段    第三阶段    第四阶段      岗前培养/轮岗/见习    岗位成长期培养    岗位历练    管理及专业方向培养      6 个月    6 个月    24 个月    12-24 个月        三、管培生岗位      类别    职位    专业范围    学历要求    人数    工作地点      销售类    销售工程师    电子类相关专业    本科及以上    9    深圳、北京、上海、成都、武汉、南京      技术类    现场应用工程师    6    深圳      IT 类    数据分析开发工程师    计算机、信息技术等相关专业    1    深圳      设计类    UI设计师/平面设计师    平面设计等相关专业    1    东莞      职能类    人力资源专员、规划业务专员、采购专员、产品服务专员、综合服务专员    管理类相关专业    本科/硕士    8    深圳      财务专员    财务类相关专业    硕士    2    深圳        四、薪资福利  1、富有行业竞争力的薪资，六险一金；  2、助力成长：脱产培训、一对一导师、轮岗历练等管培生专项培养计划，为你成长加速度；  3、职业通道：管理和专业双通道,横纵向任你发展；  4、暖心福利：过节费、节日礼品、生日礼物、高温补贴、通讯补贴、出差补贴、添丁补贴等各式福利，更有多样化团建活动和生日趴；  5、丰富多彩活动：帆船、篮球、足球、羽毛球、游泳、跑团等各式俱乐部，让你轻松找到志同道合的伙伴；  6、深圳市新引进人才租房和生活补贴（补贴标准：本科15000元/人、硕士25000元/人、博士30000元/人，补贴资金一次性发放）。    五、招聘流程： 简历投递—简历筛选—线上测评—远程面试—签订三方协议—报到    六、简历投递（简历命名：姓名学校专业应聘岗位意向地点）：  1 、邮件：简历发送至hr HR@cecport.com""target=""_blank""> @cecport.com  2 、官网： www.cecport.com – 网页版右上方选项“人才招聘”-“校园招聘”  3 、人力资源微信公众号：CECport中电港人力资源平台-下方菜单栏“校园招聘”    七、联系方式： 潘先生 13427935510           ",20/04/2020
http://my.yingjiesheng.com/company_12592566.html,艾迪沃克国际教育科技（北京）有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003551.html,丽水众安房地产开发有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003560.html,深圳市百川安防科技有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003574.html,江苏智恒达投资集团有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003582.html,内蒙古伊利实业集团股份有限公司深圳分公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003590.html,摩菲伊肯控制技术（杭州）有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_1003257.html,爱墨瑞得（北京）信息咨询有限公司,,,20/04/2020
http://my.yingjiesheng.com/job_969804.html,中信建投证券股份有限公司北京朝阳路营业部,,,20/04/2020
http://www.yingjiesheng.com/job-004-597-205.html,上海清算所,,,20/04/2020
